【超清】,#genre#
CCTV12社会与法,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv12/350/index.m3u8?&encrypt=
CCTV12社会与法,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv12/1000/index.m3u8?&encrypt=
CCTV12社会与法,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/20200324/cctv12hd/50/index.m3u8?&encrypt=
CCTV13新闻,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv13/350/index.m3u8?&encrypt=
CCTV13新闻,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv13/1000/index.m3u8?&encrypt=
CCTV14少儿,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv14/350/index.m3u8?&encrypt=
CCTV14少儿,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv14/1000/index.m3u8?&encrypt=
CCTV14少儿,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?&encrypt=
CCTV15音乐,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv15/350/index.m3u8?&encrypt=
CCTV15音乐,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctv15/1000/index.m3u8?&encrypt=
CCTV15音乐,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/20200324/cctv15hd/50/index.m3u8?&encrypt=
CCTV17农村农业,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/201908/cctv17/500/index.m3u8?&encrypt=
CCTV17农村农业,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/201908/cctv17/1000/index.m3u8?&encrypt=
CCTV17农村农业,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/20200324/cctv17hd/50/index.m3u8?&encrypt=
CCTV兵器科技,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/gfjs/gfjs450/350/index.m3u8?&encrypt=
CCTV兵器科技,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/gfjs/gfjs711/1000/index.m3u8?&encrypt=
CCTV怀旧剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/hjjc/hjjc450/350/index.m3u8?&encrypt=
CCTV怀旧剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/hjjc/hjjc711/1000/index.m3u8?&encrypt=
CCTV风云剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/fyjc/fyjc450/350/index.m3u8?&encrypt=
CCTV风云剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/fyjc/fyjc711/1000/index.m3u8?&encrypt=
CCTV风云音乐,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/fyyy/fyyy450/350/index.m3u8?&encrypt=
CCTV风云音乐,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/fyyy/fyyy711/1000/index.m3u8?&encrypt=
CCTV世界地理,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/sjdl/sjdl450/350/index.m3u8?&encrypt=
CCTV世界地理,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/sjdl/sjdl711/1000/index.m3u8?&encrypt=
CCTV文化精品,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/ysjp/ysjp450/350/index.m3u8?&encrypt=
CCTV文化精品,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/ysjp/ysjp711/1000/index.m3u8?&encrypt=
CCTV风云足球,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/fyzq/fyzq450/350/index.m3u8?&encrypt=
CCTV风云足球,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/fyzq/fyzq711/1000/index.m3u8?&encrypt=
CCTV央视台球,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/ystq/ystq450/350/index.m3u8?&encrypt=
CCTV央视台球,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/ystq/ystq711/1000/index.m3u8?&encrypt=
CCTV高尔夫网球,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/gefwq/gefwq450/350/index.m3u8?&encrypt=
CCTV高尔夫网球,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/gefwq/gefwq711/1000/index.m3u8?&encrypt=
CCTV女性时尚,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/nxss/nxss450/350/index.m3u8?&encrypt=
CCTV女性时尚,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/nxss/nxss711/1000/index.m3u8?&encrypt=
CCTV第一剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/dyjc/dyjc450/350/index.m3u8?&encrypt=
CCTV第一剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/dyjc/dyjc711/1000/index.m3u8?&encrypt=
CGTN,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctvnews/350/index.m3u8?&encrypt=
CGTN,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/cctvnews/1000/index.m3u8?&encrypt=
CGTN纪录,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/doc/350/index.m3u8?&encrypt=
CGTN纪录,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/doc/1000/index.m3u8?&encrypt=
CGTN阿拉伯语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/SD/cctv/alabo/1000/index.m3u8?&encrypt=
CGTN法语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/fayu/350/index.m3u8?&encrypt=
CGTN法语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/fayu/1000/index.m3u8?&encrypt=
CGTN西班牙语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/xibanya/350/index.m3u8?&encrypt=
CGTN西班牙语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/xibanya/1000/index.m3u8?&encrypt=
CGTN俄语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/eyu/350/index.m3u8?&encrypt=
CGTN俄语,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/cctv/eyu/1000/index.m3u8?&encrypt=
CETV1中教1台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv1/350/index.m3u8?&encrypt=
CETV1中教1台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv1/600/index.m3u8?&encrypt=
CETV1中教1台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cctv/cetv1hd/350/index.m3u8?&encrypt=
CETV1中教1台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cctv/cetv1hd/600/index.m3u8?&encrypt=
CETV2中教2台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv2/350/index.m3u8?&encrypt=
CETV2中教2台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv2/600/index.m3u8?&encrypt=
CETV3中教3台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv3/350/index.m3u8?&encrypt=
CETV3中教3台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv3/600/index.m3u8?&encrypt=
CETV4中教4台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv4/350/index.m3u8?&encrypt=
CETV4中教4台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/cetv4/600/index.m3u8?&encrypt=

【普清卫视】,#genre#
北京卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/beijing/350/index.m3u8?&encrypt=
北京卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/beijing/1000/index.m3u8?&encrypt=
北京卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/bjws/bjws450/350/index.m3u8?&encrypt=
北京卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/bjws/bjws711/1000/index.m3u8?&encrypt=
东方卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dongfangwssd/350/index.m3u8?&encrypt=
东方卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dongfangwssd/600/index.m3u8?&encrypt=
东方卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/350/index.m3u8?&encrypt=
东方卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dongfangwshd/600/index.m3u8?&encrypt=
江苏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/jiangsuTV/350/index.m3u8?&encrypt=
江苏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/jiangsuTV/1000/index.m3u8?&encrypt=
江苏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/350/index.m3u8?&encrypt=
江苏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cctv/jiangsuhd/600/index.m3u8?&encrypt=
浙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/zhejiang/350/index.m3u8?&encrypt=
浙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/zhejiang/1000/index.m3u8?&encrypt=
浙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cctv/zhejianghd/350/index.m3u8?&encrypt=
浙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cctv/zhejianghd/600/index.m3u8?&encrypt=
天津卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-tianjinwssd-350/index.m3u8?&encrypt=
天津卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-tianjinwssd-600/index.m3u8?&encrypt=
天津卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-tianjinhd-350/index.m3u8?&encrypt=
天津卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-tianjinhd-600/index.m3u8?&encrypt=
重庆卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/chongqing/350/index.m3u8?&encrypt=
重庆卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/chongqing/1000/index.m3u8?&encrypt=
深圳卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/shenzhen/350/index.m3u8?&encrypt=
深圳卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/shenzhen/1000/index.m3u8?&encrypt=
深圳卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/szws/szws450/350/index.m3u8?&encrypt=
深圳卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/szws/szws711/1000/index.m3u8?&encrypt=
山东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-shandongwssd-350/index.m3u8?&encrypt=
山东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-shandongwssd-600/index.m3u8?&encrypt=
山东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-shandonghd-350/index.m3u8?&encrypt=
山东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-shandonghd-600/index.m3u8?&encrypt=
黑龙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-helongjiangwssd-350/index.m3u8?&encrypt=
黑龙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-helongjiangwssd-600/index.m3u8?&encrypt=
黑龙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-heilongjianghd-350/index.m3u8?&encrypt=
黑龙江卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-heilongjianghd-600/index.m3u8?&encrypt=
吉林卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/jilin/350/index.m3u8?&encrypt=
吉林卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/jilin/1000/index.m3u8?&encrypt=
辽宁卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/liaoning/350/index.m3u8?&encrypt=
辽宁卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/350/index.m3u8?&encrypt=
辽宁卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/liaoningwshd/1000/index.m3u8?&encrypt=
辽宁卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/liaoning/1000/index.m3u8?&encrypt=
内蒙古卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/neimeng/350/index.m3u8?&encrypt=
内蒙古卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/neimeng/1000/index.m3u8?&encrypt=
宁夏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/ningxia/350/index.m3u8?&encrypt=
宁夏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/ningxia/1000/index.m3u8?&encrypt=
甘肃卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/gansu/350/index.m3u8?&encrypt=
甘肃卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/gansu/1000/index.m3u8?&encrypt=
青海卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/qinghai/350/index.m3u8?&encrypt=
青海卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/qinghai/1000/index.m3u8?&encrypt=
陕西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/shan3xi/350/index.m3u8?&encrypt=
陕西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/shan3xi/1000/index.m3u8?&encrypt=
河北卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/hebei/350/index.m3u8?&encrypt=
河北卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/hebei/1000/index.m3u8?&encrypt=
山西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/shanxi/350/index.m3u8?&encrypt=
山西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/shanxi/1000/index.m3u8?&encrypt=
安徽卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-anhuiwssd-350/index.m3u8?&encrypt=
安徽卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-anhuiwssd-600/index.m3u8?&encrypt=
安徽卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/anhuiwshd/350/index.m3u8?&encrypt=
安徽卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/anhuiwshd/1000/index.m3u8?&encrypt=
河南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-henanwssd-350/index.m3u8?&encrypt=
河南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-henanwssd-600/index.m3u8?&encrypt=
湖北卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/hubei/350/index.m3u8?&encrypt=
湖北卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/hubei/1000/index.m3u8?&encrypt=
湖北卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/350/index.m3u8?&encrypt=
湖北卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/hubeiwshd/1000/index.m3u8?&encrypt=
湖南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/hunan/350/index.m3u8?&encrypt=
湖南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/hunan/1000/index.m3u8?&encrypt=
湖南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-hunanhd-350/index.m3u8?&encrypt=
湖南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-hunanhd-600/index.m3u8?&encrypt=
江西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/jxwshd/50/20190820/index.m3u8?&encrypt=
东南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/2018/bestv/dnws/350/index.m3u8?&encrypt=
东南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/2018/bestv/dnws/1000/index.m3u8?&encrypt=
广东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/guangdong/350/index.m3u8?&encrypt=
广东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/gdws/gdws450/350/index.m3u8?&encrypt=
广东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/gdws/gdws711/1000/index.m3u8?&encrypt=
广东卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/guangdong/1000/index.m3u8?&encrypt=
南方卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/nfmedia/nfws/350/index.m3u8?&encrypt=
南方卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?&encrypt=
广西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-guangxiwssd-350/index.m3u8?&encrypt=
广西卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-guangxiwssd-600/index.m3u8?&encrypt=
云南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/yunnan/350/index.m3u8?&encrypt=
云南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/yunnan/1000/index.m3u8?&encrypt=
贵州卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-guizhouwssd-350/index.m3u8?&encrypt=
贵州卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-guizhouwssd-600/index.m3u8?&encrypt=
四川卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/sichuanTV/350/index.m3u8?&encrypt=
四川卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/sichuanTV/1000/index.m3u8?&encrypt=
新疆卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-xinjiangwssd-350/index.m3u8?&encrypt=
新疆卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-xinjiangwssd-600/index.m3u8?&encrypt=
兵团卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/bttv/350/index.m3u8?&encrypt=
西藏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/xizang/350/index.m3u8?&encrypt=
西藏卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/2018/SD/xizang/1000/index.m3u8?&encrypt=
海南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/SD/lvyou/450/index.m3u8?&encrypt=
海南卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_x/SD/lvyou/711/index.m3u8?&encrypt=
兵团卫视,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_w/2018/SD/bttv/1000/index.m3u8?&encrypt=

【普清地方】,#genre#
四海钓鱼,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/shdiaoyu/350/index.m3u8?&encrypt=
四海钓鱼,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/shdiaoyu/600/index.m3u8?&encrypt=
国学频道,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/ocn/shuhua/350/index.m3u8?&encrypt=
国学频道,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/ocn/shuhua/600/index.m3u8?&encrypt=
北京卫视冬奥纪实,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/btv/btv6/1000/index.m3u8?&encrypt=
上视新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/xinwenzonghesd/350/index.m3u8?&encrypt=
上视新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/xinwenzonghesd/600/index.m3u8?&encrypt=
上视新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/xinwenzonghehd/350/index.m3u8?&encrypt=
上视新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/xinwenzonghehd/600/index.m3u8?&encrypt=
上视第一财经,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/2018/bestv/dycj/350/index.m3u8?&encrypt=
上视第一财经,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/2018/bestv/dycj/1000/index.m3u8?&encrypt=
上视东方影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dianshijusd/350/index.m3u8?&encrypt=
上视东方影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dianshijusd/600/index.m3u8?&encrypt=
上视东方影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dianshijuhd/350/index.m3u8?&encrypt=
上视东方影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/dianshijuhd/600/index.m3u8?&encrypt=
上视东方都市,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/2018/dfl/yulesd/350/index.m3u8?&encrypt=
上视东方都市,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/2018/dfl/yulesd/1000/index.m3u8?&encrypt=
上视东方都市,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/yulehd/350/index.m3u8?&encrypt=
上视东方都市,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/yulehd/600/index.m3u8?&encrypt=
上视纪实人文,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/jishisd/350/index.m3u8?&encrypt=
上视纪实人文,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/jishisd/600/index.m3u8?&encrypt=
上视纪实人文,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/jspdhd/350/index.m3u8?&encrypt=
上视纪实人文,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/jspdhd/1000/index.m3u8?&encrypt=
上视ICS,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/waiyusd/350/index.m3u8?&encrypt=
上视ICS,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/dfl/waiyusd/600/index.m3u8?&encrypt=
上视哈哈炫动,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/xdkt/xdkt450/350/index.m3u8?&encrypt=
上视哈哈炫动,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_w/2018/xdkt/xdkt711/1000/index.m3u8?&encrypt=
上视法治天地,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/fztd/350/index.m3u8?&encrypt=
上视法治天地,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/2018/ocn/fztd/1000/index.m3u8?&encrypt=
上视游戏风云,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/ocn/youxifengyunhd/350/index.m3u8?&encrypt=
上视游戏风云,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/ocn/youxifengyunhd/600/index.m3u8?&encrypt=
上视全纪实,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/ocn/quanjishihd/350/index.m3u8?&encrypt=
上视全纪实,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/ocn/quanjishihd/600/index.m3u8?&encrypt=
湖南卫视金鹰纪实,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cctv/jinyingjishi/600/index.m3u8?&encrypt=
湖南卫视金鹰纪实,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cctv/jinyingjishi/350/index.m3u8?&encrypt=
甘肃漳县综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/zhangxianzonghe/350/index.m3u8?&encrypt=
甘肃漳县综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/zhangxianzonghe/600/index.m3u8?&encrypt=
甘肃临洮电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/linyaodst/50/20191206/index.m3u8?&encrypt=
陕西汉中新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/hanzhongzonghe/350/index.m3u8?&encrypt=
陕西汉中新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/hanzhongzonghe/1000/index.m3u8?&encrypt=
陕西汉中公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/hanzhonggonggong/350/index.m3u8?&encrypt=
陕西汉中公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/hanzhonggonggong/1000/index.m3u8?&encrypt=
陕西汉中留坝电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/hzlbdianshitai/350/index.m3u8?&encrypt=
陕西汉中留坝电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/hzlbdianshitai/1000/index.m3u8?&encrypt=
SDETV山东教育,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/shandongedu/350/index.m3u8?&encrypt=
SDETV山东教育,http://103.254.188.179/live.gq.miguvideo.com:8080/envivo_v/2018/SD/shandongedu/1000/index.m3u8?&encrypt=
山东德州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/dzxwzh/1000/index.m3u8?&encrypt=
山东德州公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/dzgg/1000/index.m3u8?&encrypt=
山东德州图文,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/dztw/1000/index.m3u8?&encrypt=
山西经济资讯,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxjingjizixun/350/index.m3u8?&encrypt=
山西经济资讯,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxjingjizixun/600/index.m3u8?&encrypt=
山西影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxyingshi/350/index.m3u8?&encrypt=
山西影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxyingshi/600/index.m3u8?&encrypt=
山西科教,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxkejiao/350/index.m3u8?&encrypt=
山西科教,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxkejiao/600/index.m3u8?&encrypt=
山西公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxgonggong/350/index.m3u8?&encrypt=
山西公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxgonggong/1000/index.m3u8?&encrypt=
山西少儿,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxshaoer/350/index.m3u8?&encrypt=
